student_id,distance_group,uses_motorbike
SV02978,far,1
SV02979,near,0
SV02980,medium,1
SV02981,near,0
SV02982,medium,1
SV02983,medium,1
SV02984,near,1
SV02985,medium,1
SV02986,medium,1
SV02987,near,1
SV02988,medium,0
SV02989,medium,1
SV02990,far,0
SV02991,medium,0
SV02992,medium,1
SV02993,far,1
SV02994,medium,0
SV02995,near,0
SV02996,near,0
SV02997,near,1
SV02998,medium,1
SV02999,medium,1
SV03000,near,1
SV03001,medium,1
SV03002,near,1
SV03003,medium,1
SV03004,medium,1
SV03005,far,1
SV03006,medium,1
SV03007,near,0
SV03008,near,1
SV03009,near,0
SV03010,medium,1
SV03011,near,0
SV03012,far,1
SV03013,near,0
SV03014,medium,0
SV03015,near,1
SV03016,near,1
SV03017,medium,1
SV03018,far,1
SV03019,medium,1
SV03020,near,0
SV03021,medium,1
SV03022,far,1
SV03023,near,0
SV03024,medium,1
SV03025,far,1
SV03026,far,1
SV03027,medium,1
SV03028,far,1
SV03029,near,1
SV03030,far,1
SV03031,medium,0
SV03032,far,1
SV03033,near,0
SV03034,near,1
SV03035,near,1
SV03036,far,1
SV03037,near,0
SV03038,medium,1
SV03039,medium,1
SV03040,near,0
SV03041,near,1
SV03042,medium,0
SV03043,near,0
SV03044,medium,1
SV03045,far,1
SV03046,far,0
SV03047,medium,1
SV03048,near,1
SV03049,medium,1
SV03050,medium,0
SV03051,medium,0
SV03052,medium,0
SV03053,near,0
SV03054,far,1
SV03055,near,1
SV03056,medium,1
SV03057,near,0
SV03058,near,0
SV03059,medium,0
SV03060,near,0
SV03061,near,0
SV03062,far,1
SV03063,far,0
SV03064,near,1
SV03065,far,1
SV03066,far,1
SV03067,far,1
SV03068,near,1
SV03069,near,0
SV03070,medium,1
SV03071,near,1
SV03072,medium,1
SV03073,medium,1
SV03074,medium,1
SV03075,far,1
SV03076,far,1
SV03077,medium,0
SV03078,medium,1
SV03079,medium,1
SV03080,near,1
SV03081,medium,1
SV03082,far,1
SV03083,far,1
SV03084,medium,1
SV03085,medium,1
SV03086,medium,1
SV03087,medium,1
SV03088,far,1
SV03089,far,1
SV03090,far,1
SV03091,medium,1
SV03092,near,1
SV03093,medium,1
SV03094,medium,1
SV03095,medium,1
SV03096,near,1
SV03097,far,1
SV03098,near,0
SV03099,near,1
SV03100,far,1
SV03101,medium,1
SV03102,near,1
SV03103,medium,1
SV03104,far,1
SV03105,near,1
SV03106,near,1
SV03107,medium,1
SV03108,medium,1
SV03109,far,1
SV03110,medium,1
SV03111,medium,1
SV03112,medium,1
SV03113,far,1
SV03114,near,1
SV03115,far,1
SV03116,far,1
SV03117,medium,1
SV03118,far,1
SV03119,medium,1
SV03120,medium,1
SV03121,far,1
SV03122,far,1
SV03123,medium,0
SV03124,near,1
SV03125,near,0
SV03126,medium,1
SV03127,medium,1
SV03128,medium,1
SV03129,near,1
SV03130,far,1
SV03131,far,1
SV03132,near,1
SV03133,medium,0
SV03134,near,1
SV03135,far,1
SV03136,near,1
SV03137,medium,1
SV03138,medium,1
SV03139,medium,1
SV03140,near,1
SV03141,medium,1
SV03142,near,1
SV03143,far,0
SV03144,near,0
SV03145,far,1
SV03146,far,1
SV03147,medium,1
SV03148,near,0
SV03149,near,0
SV03150,near,1
SV03151,medium,1
SV03152,medium,0
SV03153,far,1
SV03154,medium,1
SV03155,near,1
SV03156,medium,1
SV03157,medium,0
SV03158,far,1
SV03159,near,1
SV03160,far,1
SV03161,medium,1
SV03162,far,1
SV03163,far,1
SV03164,near,1
SV03165,far,1
SV03166,medium,1
SV03167,near,0
SV03168,near,0
SV03169,near,1
SV03170,far,1
SV03171,medium,1
SV03172,far,1
SV03173,far,1
SV03174,far,1
SV03175,medium,0
SV03176,far,0
SV03177,medium,1
SV03178,far,1
SV03179,near,1
SV03180,far,0
SV03181,far,1
SV03182,near,1
SV03183,far,1
SV03184,near,1
SV03185,near,0
SV03186,near,0
SV03187,near,0
SV03188,near,1
SV03189,near,1
SV03190,far,1
SV03191,far,1
SV03192,medium,1
SV03193,medium,1
SV03194,medium,0
SV03195,near,1
SV03196,medium,0
SV03197,near,0
SV03198,near,0
SV03199,medium,1
SV03200,far,1
SV03201,near,0
SV03202,far,1
SV03203,near,0
SV03204,far,1
SV03205,far,1
SV03206,near,0
SV03207,far,0
SV03208,medium,1
SV03209,far,1
SV03210,near,0
SV03211,medium,1
SV03212,far,1
SV03213,far,1
SV03214,far,1
SV03215,medium,1
SV03216,medium,1
SV03217,near,1
SV03218,medium,0
SV03219,near,1
SV03220,medium,1
SV03221,near,1
SV03222,near,1
SV03223,far,1
SV03224,near,1
SV03225,near,1
SV03226,near,1
SV03227,near,1
SV03228,medium,1
SV03229,medium,1
SV03230,medium,1
SV03231,near,1
SV03232,near,1
SV03233,near,0
SV03234,far,1
SV03235,medium,1
SV03236,near,0
SV03237,medium,1
SV03238,medium,1
SV03239,medium,1
SV03240,medium,1
SV03241,medium,1
SV03242,near,1
SV03243,near,1
SV03244,medium,1
SV03245,medium,0
SV03246,near,1
SV03247,far,1
SV03248,near,1
SV03249,medium,1
SV03250,far,1
SV03251,medium,1
SV03252,medium,1
SV03253,medium,1
SV03254,medium,0
SV03255,medium,1
SV03256,near,0
SV03257,near,1
SV03258,near,1
SV03259,medium,1
SV03260,near,0
SV03261,medium,1
SV03262,medium,1
SV03263,medium,0
SV03264,medium,1
SV03265,near,1
SV03266,far,1
SV03267,medium,1
SV03268,far,1
SV03269,medium,1
SV03270,far,1
SV03271,medium,1
SV03272,medium,1
SV03273,medium,1
SV03274,far,1
SV03275,medium,1
SV03276,far,1
SV03277,far,1
SV03278,medium,1
SV03279,medium,1
SV03280,near,0
SV03281,far,1
SV03282,medium,1
SV03283,medium,1
SV03284,medium,1
SV03285,near,0
SV03286,medium,1
SV03287,near,0
SV03288,near,1
SV03289,far,1
SV03290,medium,1
SV03291,far,1
SV03292,near,1
SV03293,near,1
SV03294,near,0
SV03295,medium,1
SV03296,medium,1
SV03297,near,0
SV03298,medium,1
SV03299,medium,1
SV03300,near,1
SV03301,far,1
SV03302,medium,1
SV03303,medium,1
SV03304,near,0
SV03305,near,0
SV03306,near,1
SV03307,near,0
SV03308,medium,0
SV03309,medium,1
SV03310,medium,1
SV03311,far,1
SV03312,medium,1
SV03313,far,1
SV03314,near,1
SV03315,near,1
SV03316,near,0
SV03317,medium,1
SV03318,far,1
SV03319,medium,1
SV03320,far,1
SV03321,medium,1
SV03322,far,1
SV03323,medium,1
SV03324,near,0
SV03325,near,0
SV03326,medium,1
SV03327,far,1
SV03328,medium,1
SV03329,near,0
SV03330,medium,1
SV03331,medium,1
SV03332,far,1
SV03333,far,1
SV03334,medium,0
SV03335,near,0
SV03336,far,0
SV03337,near,0
SV03338,medium,1
SV03339,near,0
SV03340,medium,1
SV03341,far,1
SV03342,far,0
SV03343,medium,0
SV03344,near,0
SV03345,far,1
SV03346,medium,1
SV03347,medium,1
SV03348,near,1
SV03349,near,1
SV03350,near,1
SV03351,medium,1
SV03352,near,1
SV03353,near,0
SV03354,medium,1
SV03355,near,0
SV03356,near,0
SV03357,medium,1
SV03358,near,0
SV03359,near,0
SV03360,medium,1
SV03361,near,1
SV03362,far,1
SV03363,medium,1
SV03364,far,1
SV03365,near,1
SV03366,far,1
SV03367,near,1
SV03368,near,0
SV03369,near,0
SV03370,near,0
SV03371,medium,0
SV03372,far,1
SV03373,medium,1
SV03374,near,1
SV03375,far,1
SV03376,far,1
SV03377,medium,1
SV03378,far,1
SV03379,medium,1
SV03380,far,1
SV03381,medium,0
SV03382,near,1
SV03383,medium,1
SV03384,medium,1
SV03385,near,0
SV03386,far,1
SV03387,medium,1
SV03388,near,0
SV03389,near,0
SV03390,near,1
SV03391,near,1
SV03392,near,1
SV03393,medium,1
SV03394,medium,1
SV03395,medium,1
SV03396,far,1
SV03397,far,1
SV03398,medium,0
SV03399,near,0
SV03400,near,1
SV03401,medium,1
SV03402,medium,1
SV03403,medium,1
SV03404,near,0
SV03405,far,1
SV03406,near,0
SV03407,near,1
SV03408,medium,1
SV03409,medium,1
SV03410,far,1
SV03411,near,1
SV03412,medium,1
SV03413,far,1
SV03414,medium,1
SV03415,far,1
SV03416,medium,1
SV03417,medium,1
SV03418,near,0
SV03419,near,0
SV03420,medium,1
SV03421,medium,1
SV03422,near,0
SV03423,medium,1
SV03424,near,0
SV03425,medium,1
SV03426,medium,1
SV03427,far,1
SV03428,far,1
SV03429,far,1
SV03430,far,1
SV03431,medium,1
SV03432,far,1
SV03433,near,1
SV03434,far,1
SV03435,medium,1
SV03436,near,1
SV03437,far,1
SV03438,medium,1
SV03439,medium,1
SV03440,far,1
SV03441,near,1
SV03442,near,0
SV03443,medium,1
SV03444,far,1
SV03445,far,0
SV03446,medium,0
SV03447,medium,1
SV03448,near,0
SV03449,near,1
SV03450,near,1
SV03451,near,1
SV03452,medium,1
SV03453,near,0
SV03454,near,0
SV03455,far,1
SV03456,medium,1
SV03457,far,1
SV03458,near,0
SV03459,medium,1
SV03460,medium,1
SV03461,medium,1
SV03462,near,0
SV03463,near,0
SV03464,far,1
SV03465,near,0
SV03466,near,1
SV03467,far,1
SV03468,far,1
SV03469,far,1
SV03470,near,1
SV03471,medium,1
SV03472,far,1
SV03473,near,1
SV03474,medium,1
SV03475,medium,1
SV03476,near,1
SV03477,near,0
SV03478,near,1
SV03479,far,1
SV03480,near,0
SV03481,near,0
SV03482,near,0
SV03483,medium,1
SV03484,near,1
SV03485,far,1
SV03486,far,1
SV03487,medium,1
SV03488,far,1
SV03489,near,0
SV03490,far,0
SV03491,far,0
SV03492,medium,1
SV03493,medium,1
SV03494,medium,1
SV03495,near,1
SV03496,medium,1
SV03497,near,1
SV03498,medium,1
SV03499,medium,1
SV03500,near,0
SV03501,medium,1
SV03502,near,0
SV03503,near,1
SV03504,near,0
SV03505,near,1
SV03506,medium,1
SV03507,far,1
SV03508,near,1
SV03509,medium,1
SV03510,medium,1
SV03511,near,0
SV03512,medium,0
SV03513,medium,0
SV03514,far,1
SV03515,medium,1
SV03516,far,0
SV03517,medium,1
SV03518,far,1
SV03519,medium,1
SV03520,near,0
SV03521,near,1
SV03522,near,1
SV03523,near,1
SV03524,near,0
SV03525,near,1
SV03526,near,1
SV03527,medium,1
SV03528,near,1
SV03529,medium,1
SV03530,medium,1
SV03531,far,1
SV03532,medium,1
SV03533,far,1
SV03534,near,1
SV03535,medium,1
SV03536,far,1
SV03537,medium,1
SV03538,medium,1
SV03539,far,1
SV03540,near,0
SV03541,medium,1
SV03542,medium,1
SV03543,near,1
SV03544,near,0
SV03545,medium,1
SV03546,far,1
SV03547,medium,1
SV03548,medium,1
SV03549,far,1
SV03550,near,0
SV03551,far,1
SV03552,far,1
SV03553,medium,1
SV03554,medium,1
SV03555,near,1
SV03556,medium,1
SV03557,medium,1
SV03558,far,1
SV03559,medium,1
SV03560,far,1
SV03561,medium,1
SV03562,near,1
SV03563,medium,1
SV03564,far,1
SV03565,medium,1
SV03566,far,1
SV03567,medium,1
SV03568,medium,1
SV03569,medium,1
SV03570,medium,1
SV03571,near,0
SV03572,far,1
SV03573,near,0
SV03574,medium,1
SV03575,medium,0
SV03576,near,1
SV03577,near,0
SV03578,medium,1
SV03579,far,1
SV03580,far,1
SV03581,medium,0
SV03582,far,1
SV03583,near,0
SV03584,medium,1
SV03585,medium,0
SV03586,near,1
SV03587,medium,1
SV03588,far,1
SV03589,medium,1
SV03590,near,1
SV03591,near,1
SV03592,medium,1
SV03593,medium,1
SV03594,medium,1
SV03595,medium,1
SV03596,far,1
SV03597,far,1
SV03598,far,1
SV03599,medium,1
SV03600,near,0
SV03601,near,1
SV03602,near,0
SV03603,medium,1
SV03604,near,1
SV03605,near,1
SV03606,far,1
SV03607,medium,1
SV03608,near,0
SV03609,far,1
SV03610,medium,1
SV03611,medium,1
SV03612,far,1
SV03613,near,1
SV03614,medium,1
SV03615,near,1
SV03616,near,1
SV03617,medium,1
SV03618,near,0
SV03619,far,1
SV03620,medium,1
SV03621,medium,0
SV03622,medium,1
SV03623,medium,1
SV03624,far,0
SV03625,far,1
SV03626,near,1
SV03627,near,1
SV03628,medium,0
SV03629,medium,1
SV03630,near,1
SV03631,medium,1
SV03632,far,1
SV03633,medium,1
SV03634,near,0
SV03635,near,1
SV03636,near,0
SV03637,medium,0
SV03638,near,0
SV03639,medium,1
SV03640,near,1
SV03641,medium,1
SV03642,far,1
SV03643,far,0
SV03644,medium,1
SV03645,medium,1
SV03646,far,1
SV03647,medium,1
SV03648,far,1
SV03649,medium,0
SV03650,far,1
SV03651,near,0
SV03652,medium,1
SV03653,medium,1
SV03654,near,1
SV03655,medium,1
SV03656,medium,0
SV03657,far,1
SV03658,near,1
SV03659,medium,0
SV03660,medium,1
SV03661,medium,1
SV03662,medium,1
SV03663,medium,1
SV03664,medium,1
SV03665,near,1
SV03666,medium,1
SV03667,medium,1
SV03668,medium,1
SV03669,medium,1
SV03670,medium,1
SV03671,far,1
SV03672,near,0
SV03673,near,1
SV03674,far,1
SV03675,near,0
SV03676,far,1
SV03677,medium,1
SV03678,medium,1
SV03679,near,0
SV03680,far,1
SV03681,medium,0
SV03682,medium,1
SV03683,near,1
SV03684,near,1
SV03685,medium,1
SV03686,far,1
SV03687,near,1
SV03688,near,1
SV03689,far,1
SV03690,medium,1
SV03691,medium,1
SV03692,far,1
SV03693,medium,1
SV03694,medium,1
SV03695,medium,1
SV03696,near,0
SV03697,far,1
SV03698,medium,1
SV03699,medium,0
SV03700,near,0
SV03701,near,1
SV03702,far,1
SV03703,medium,1
SV03704,near,0
SV03705,near,0
SV03706,medium,1
SV03707,near,1
SV03708,near,1
SV03709,near,1
SV03710,near,1
SV03711,near,1
SV03712,medium,0
SV03713,medium,1
SV03714,near,1
SV03715,medium,1
SV03716,medium,0
SV03717,near,0
SV03718,near,0
SV03719,far,1
SV03720,medium,0
SV03721,medium,0
SV03722,medium,1
SV03723,near,0
SV03724,medium,1
SV03725,near,0
SV03726,medium,0
SV03727,far,1
SV03728,medium,1
SV03729,near,1
SV03730,medium,1
SV03731,near,0
SV03732,far,1
SV03733,near,0
SV03734,near,0
SV03735,medium,1
SV03736,medium,1
SV03737,near,1
SV03738,far,1
SV03739,near,0
SV03740,far,1
SV03741,medium,1
SV03742,near,1
SV03743,near,0
SV03744,near,1
SV03745,medium,1
SV03746,near,1
SV03747,far,1
SV03748,far,1
SV03749,near,0
SV03750,medium,1
SV03751,near,1
SV03752,far,1
SV03753,medium,1
SV03754,near,1
SV03755,medium,1
SV03756,near,0
SV03757,near,1
SV03758,medium,1
SV03759,far,1
SV03760,near,1
SV03761,medium,1
SV03762,near,0
SV03763,far,1
SV03764,far,1
SV03765,near,0
SV03766,medium,0
SV03767,medium,1
SV03768,near,1
SV03769,near,1
SV03770,medium,1
SV03771,near,1
SV03772,near,1
SV03773,medium,0
SV03774,medium,1
SV03775,near,0
SV03776,near,1
SV03777,far,1
SV03778,far,1
SV03779,near,1
SV03780,near,0
SV03781,far,1
SV03782,medium,1
SV03783,near,1
SV03784,far,1
SV03785,near,0
SV03786,medium,1
SV03787,far,1
SV03788,far,0
SV03789,far,1
SV03790,near,1
SV03791,near,0
SV03792,far,1
SV03793,near,0
SV03794,medium,1
SV03795,medium,1
SV03796,far,1
SV03797,far,1
SV03798,medium,1
SV03799,far,1
SV03800,medium,1
SV03801,far,1
SV03802,medium,0
SV03803,near,1
SV03804,far,1
SV03805,far,1
SV03806,near,0
SV03807,far,1
SV03808,near,0
SV03809,near,1
SV03810,near,1
SV03811,far,1
SV03812,medium,1
SV03813,medium,1
SV03814,medium,1
SV03815,far,1
SV03816,near,1
SV03817,medium,1
SV03818,far,0
SV03819,far,1
SV03820,far,0
SV03821,near,0
SV03822,near,1
SV03823,far,1
SV03824,medium,1
SV03825,medium,1
SV03826,near,1
SV03827,near,0
SV03828,medium,1
SV03829,medium,1
SV03830,medium,1
SV03831,medium,1
SV03832,near,1
SV03833,medium,1
SV03834,medium,1
SV03835,medium,1
SV03836,medium,1
SV03837,medium,1
SV03838,far,1
SV03839,medium,1
SV03840,medium,1
SV03841,near,1
SV03842,near,0
SV03843,near,1
SV03844,near,1
SV03845,near,1
SV03846,medium,0
SV03847,near,1
SV03848,near,0
SV03849,far,1
SV03850,far,1
SV03851,medium,1
SV03852,medium,1
SV03853,near,0
SV03854,far,1
SV03855,medium,1
SV03856,medium,1
SV03857,medium,1
SV03858,near,0
SV03859,medium,1
SV03860,near,0
SV03861,medium,1
SV03862,near,0
SV03863,far,1
SV03864,far,1
SV03865,medium,0
SV03866,medium,1
SV03867,medium,1
SV03868,medium,1
SV03869,medium,1
SV03870,medium,1
SV03871,far,1
SV03872,medium,1
SV03873,far,1
SV03874,near,0
SV03875,far,1
SV03876,medium,0
SV03877,far,1
SV03878,near,1
SV03879,near,0
SV03880,far,1
SV03881,near,1
SV03882,medium,1
SV03883,medium,1
SV03884,far,1
SV03885,near,0
SV03886,far,1
SV03887,near,1
SV03888,far,1
SV03889,near,0
SV03890,medium,1
SV03891,far,1
SV03892,medium,1
SV03893,near,1
SV03894,far,1
SV03895,far,1
SV03896,medium,1
SV03897,far,1
SV03898,far,1
SV03899,far,1
SV03900,near,0
SV03901,far,1
SV03902,medium,0
SV03903,near,0
SV03904,far,1
SV03905,medium,1
SV03906,near,1
SV03907,far,1
SV03908,near,0
SV03909,near,0
SV03910,medium,1
SV03911,medium,1
SV03912,near,1
SV03913,far,1
SV03914,far,1
SV03915,near,0
SV03916,medium,1
SV03917,medium,1
SV03918,near,0
SV03919,near,0
SV03920,near,1
SV03921,near,0
SV03922,near,0
SV03923,medium,1
SV03924,near,0
SV03925,far,1
SV03926,far,1
SV03927,near,1
SV03928,far,1
SV03929,near,0
SV03930,near,1
SV03931,far,1
SV03932,medium,1
SV03933,far,1
SV03934,medium,1
SV03935,near,1
SV03936,near,0
SV03937,medium,1
SV03938,near,1
SV03939,medium,0
SV03940,near,1
SV03941,far,1
SV03942,near,0
SV03943,medium,1
SV03944,far,1
SV03945,far,1
SV03946,far,1
SV03947,far,1
SV03948,near,1
SV03949,medium,1
SV03950,medium,1
SV03951,far,1
SV03952,medium,0
SV03953,near,0
SV03954,far,1
SV03955,near,0
SV03956,medium,1
SV03957,medium,1
SV03958,near,0
SV03959,near,0
SV03960,near,0
SV03961,medium,1
SV03962,medium,1
SV03963,medium,1
SV03964,near,1
SV03965,medium,1
SV03966,far,1
SV03967,medium,1
SV03968,medium,1
SV03969,near,0
SV03970,far,1
SV03971,near,1
SV03972,medium,1
SV03973,far,1
SV03974,medium,1
SV03975,near,0
SV03976,near,0
SV03977,near,1
SV03978,medium,1
SV03979,medium,1
SV03980,far,1
SV03981,far,1
SV03982,medium,0
SV03983,far,1
SV03984,medium,1
SV03985,far,1
SV03986,far,1
SV03987,medium,1
SV03988,medium,1
SV03989,near,0
SV03990,medium,1
SV03991,far,1
SV03992,medium,1
SV03993,medium,1
SV03994,medium,0
SV03995,medium,1
SV03996,medium,0
SV03997,medium,1
SV03998,medium,1
SV03999,near,1
SV04000,medium,1
SV04001,medium,1
SV04002,medium,1
SV04003,medium,1
SV04004,medium,1
SV04005,far,1
SV04006,medium,1
SV04007,near,0
SV04008,medium,0
SV04009,near,1
SV04010,medium,1
SV04011,medium,0
SV04012,medium,1
SV04013,medium,1
SV04014,near,1
SV04015,far,1
SV04016,near,0
SV04017,far,1
SV04018,near,1
SV04019,medium,1
SV04020,medium,1
SV04021,near,1
SV04022,medium,1
SV04023,medium,1
SV04024,medium,1
SV04025,near,1
SV04026,near,1
SV04027,near,0
SV04028,medium,1
SV04029,medium,0
SV04030,near,0
SV04031,near,1
SV04032,far,1
SV04033,medium,1
SV04034,far,1
SV04035,near,1
SV04036,medium,1
SV04037,near,1
SV04038,medium,1
SV04039,near,1
SV04040,far,1
SV04041,near,1
SV04042,medium,1
SV04043,far,1
SV04044,far,1
SV04045,medium,1
SV04046,medium,1
SV04047,near,0
SV04048,medium,0
SV04049,far,1
SV04050,far,1
SV04051,far,1
SV04052,medium,1
SV04053,near,1
SV04054,medium,1
SV04055,medium,1
SV04056,near,0
SV04057,medium,1
SV04058,near,1
SV04059,medium,1
SV04060,far,1
SV04061,near,1
SV04062,near,0
SV04063,medium,1
SV04064,medium,1
SV04065,medium,1
SV04066,far,0
SV04067,medium,1
SV04068,near,1
SV04069,far,1
SV04070,medium,1
SV04071,medium,1
SV04072,near,1
SV04073,near,1
SV04074,near,0
SV04075,far,1
SV04076,near,0
SV04077,medium,1
SV04078,near,1
SV04079,near,0
SV04080,near,1
SV04081,medium,0
SV04082,medium,1
SV04083,far,1
SV04084,near,1
SV04085,far,1
SV04086,medium,0
SV04087,far,1
SV04088,medium,1
SV04089,near,0
SV04090,far,1
SV04091,medium,0
SV04092,far,1
SV04093,medium,1
SV04094,near,1
SV04095,far,1
SV04096,far,1
SV04097,far,1
SV04098,far,1
SV04099,near,0
SV04100,far,1
SV04101,far,0
SV04102,medium,0
SV04103,medium,1
SV04104,medium,0
SV04105,medium,1
SV04106,near,1
SV04107,near,1
SV04108,near,1
SV04109,medium,1
SV04110,medium,1
SV04111,far,1
SV04112,medium,0
SV04113,near,0
SV04114,far,1
SV04115,medium,1
SV04116,far,1
SV04117,near,0
SV04118,near,0
SV04119,far,1
SV04120,medium,1
SV04121,medium,1
SV04122,medium,1
SV04123,far,1
SV04124,near,1
SV04125,medium,1
SV04126,medium,1
SV04127,far,1
SV04128,medium,1
SV04129,medium,1
SV04130,medium,1
SV04131,far,1
SV04132,far,1
SV04133,near,0
SV04134,far,1
SV04135,medium,1
SV04136,near,0
SV04137,medium,1
SV04138,far,1
SV04139,far,1
SV04140,near,0
SV04141,medium,1
SV04142,medium,0
SV04143,medium,1
SV04144,near,1
SV04145,medium,1
SV04146,near,1
SV04147,near,1
SV04148,near,0
SV04149,near,1
SV04150,near,0
SV04151,near,0
SV04152,near,0
SV04153,far,1
SV04154,near,1
SV04155,near,0
SV04156,far,1
SV04157,far,1
SV04158,near,0
SV04159,medium,1
SV04160,far,1
SV04161,medium,0
SV04162,medium,1
SV04163,near,1
SV04164,medium,0
SV04165,near,0
SV04166,medium,1
SV04167,medium,0
SV04168,medium,1
SV04169,near,1
SV04170,far,1
SV04171,medium,1
SV04172,medium,0
SV04173,far,1
SV04174,medium,1
SV04175,medium,0
SV04176,near,0
SV04177,medium,1
SV04178,near,1
SV04179,medium,1
SV04180,near,0
SV04181,near,1
SV04182,near,1
SV04183,near,0
SV04184,medium,1
SV04185,far,1
SV04186,medium,1
SV04187,medium,1
SV04188,medium,1
SV04189,medium,1
SV04190,medium,1
SV04191,medium,1
SV04192,near,0
SV04193,medium,1
SV04194,near,0
SV04195,medium,1
SV04196,near,1
SV04197,near,0
SV04198,medium,1
SV04199,near,0
SV04200,far,1
SV04201,near,0
SV04202,near,0
SV04203,far,1
SV04204,medium,0
SV04205,medium,1
SV04206,near,1
SV04207,medium,1
SV04208,near,1
SV04209,near,0
SV04210,medium,1
SV04211,near,1
SV04212,near,1
SV04213,medium,1
SV04214,near,1
SV04215,medium,1
SV04216,medium,0
SV04217,near,0
SV04218,medium,1
SV04219,far,1
SV04220,medium,1
SV04221,far,0
SV04222,far,1
SV04223,near,1
SV04224,medium,1
SV04225,far,1
SV04226,near,1
SV04227,near,0
SV04228,medium,1
SV04229,far,1
SV04230,near,1
SV04231,far,1
SV04232,near,0
SV04233,near,1
SV04234,near,1
SV04235,near,1
SV04236,medium,1
SV04237,medium,1
SV04238,far,1
SV04239,near,1
SV04240,far,1
SV04241,medium,1
SV04242,near,0
SV04243,medium,0
SV04244,near,1
SV04245,far,1
SV04246,near,1
SV04247,medium,1
SV04248,far,1
SV04249,medium,1
SV04250,medium,1
SV04251,medium,1
SV04252,near,1
SV04253,medium,1
SV04254,near,1
SV04255,medium,1
SV04256,medium,1
SV04257,medium,1
SV04258,medium,1
SV04259,far,1
SV04260,near,1
SV04261,medium,1
SV04262,medium,1
SV04263,medium,1
SV04264,near,1
SV04265,near,0
SV04266,medium,1
SV04267,medium,1
SV04268,medium,1
SV04269,medium,1
SV04270,near,1
SV04271,medium,1
SV04272,medium,1
SV04273,medium,1
SV04274,near,0
SV04275,medium,1
SV04276,medium,1
SV04277,medium,1
SV04278,near,1
SV04279,far,1
SV04280,near,1
SV04281,near,1
SV04282,far,1
SV04283,medium,0
SV04284,far,1
SV04285,medium,1
SV04286,medium,1
SV04287,far,1
SV04288,medium,1
SV04289,near,1
SV04290,medium,1
SV04291,near,1
SV04292,near,0
SV04293,medium,1
SV04294,near,0
SV04295,far,1
SV04296,far,1
SV04297,medium,1
SV04298,near,1
SV04299,medium,1
SV04300,far,1
SV04301,medium,1
SV04302,medium,1
SV04303,far,1
SV04304,near,0
SV04305,medium,1
SV04306,medium,1
SV04307,near,1
SV04308,near,0
SV04309,near,0
SV04310,medium,0
SV04311,near,1
SV04312,medium,1
SV04313,far,1
SV04314,near,1
SV04315,near,1
SV04316,medium,1
SV04317,medium,1
SV04318,near,1
SV04319,near,0
SV04320,near,0
SV04321,medium,1
SV04322,medium,0
SV04323,near,1
SV04324,near,1
SV04325,near,1
SV04326,medium,1
SV04327,medium,0
SV04328,near,0
SV04329,far,1
SV04330,far,1
SV04331,far,1
SV04332,medium,1
SV04333,far,1
SV04334,far,1
SV04335,medium,1
SV04336,medium,1
SV04337,near,1
SV04338,far,1
SV04339,medium,0
SV04340,far,1
SV04341,medium,1
SV04342,medium,1
SV04343,near,0
SV04344,medium,0
SV04345,near,1
SV04346,near,0
SV04347,far,1
SV04348,medium,1
SV04349,medium,1
SV04350,near,1
SV04351,medium,0
SV04352,far,1
SV04353,medium,1
SV04354,medium,1
SV04355,far,1
SV04356,far,1
SV04357,near,0
SV04358,near,0
SV04359,near,0
SV04360,medium,1
SV04361,medium,1
SV04362,medium,0
SV04363,medium,1
SV04364,near,1
SV04365,far,1
SV04366,medium,1
SV04367,medium,0
SV04368,near,1
SV04369,far,1
SV04370,near,1
SV04371,far,1
SV04372,medium,0
SV04373,near,0
SV04374,near,0
SV04375,medium,0
SV04376,far,1
SV04377,medium,1
SV04378,far,1
SV04379,far,1
SV04380,near,0
SV04381,medium,1
SV04382,far,1
SV04383,medium,1
SV04384,near,0
SV04385,near,0
SV04386,medium,1
SV04387,medium,0
SV04388,medium,1
SV04389,medium,1
SV04390,near,1
SV04391,medium,1
SV04392,near,0
SV04393,medium,1
SV04394,near,1
SV04395,far,1
SV04396,near,1
SV04397,medium,1
SV04398,medium,1
SV04399,near,1
SV04400,far,1
SV04401,medium,0
SV04402,medium,1
SV04403,near,1
SV04404,medium,1
SV04405,far,1
SV04406,medium,1
SV04407,near,1
SV04408,near,0
SV04409,far,1
SV04410,far,1
SV04411,far,1
SV04412,near,0
SV04413,near,1
SV04414,near,0
SV04415,near,0
SV04416,near,1
SV04417,medium,1
SV04418,medium,1
SV04419,medium,1
SV04420,medium,0
SV04421,medium,1
SV04422,far,1
SV04423,medium,0
SV04424,near,1
SV04425,medium,1
SV04426,medium,1
SV04427,near,1
SV04428,near,1
SV04429,far,1
SV04430,far,1
SV04431,medium,1
SV04432,far,1
SV04433,medium,1
SV04434,near,1
SV04435,medium,1
SV04436,medium,1
SV04437,medium,1
SV04438,near,0
SV04439,far,1
SV04440,near,0
SV04441,medium,1
SV04442,medium,1
SV04443,far,1
SV04444,medium,1
SV04445,medium,1
SV04446,medium,1
SV04447,medium,0
SV04448,far,1
SV04449,far,1
SV04450,near,0
SV04451,far,1
SV04452,far,1
SV04453,medium,1
SV04454,near,0
SV04455,medium,1
SV04456,medium,1
SV04457,near,0
SV04458,far,1
SV04459,medium,1
SV04460,near,0
SV04461,near,0
SV04462,far,1
