schedule_id,class_id,day_of_week,day_vn,shift,start_time,end_time,building,floor,room_id,room_capacity,num_students,motorbike_ratio,dorm_ratio,arrival_window_start,arrival_window_end,departure_window_start,departure_window_end
SCH00378,LHP0268,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0803,105,68,0.78,0.1,12:30,13:00,15:40,16:10
SCH00379,LHP0268,Fri,Thu 6,Ca4,15:50,18:30,D,1,D-0104,83,68,0.78,0.1,15:20,15:50,18:30,19:00
SCH00380,LHP0269,Mon,Thu 2,Ca3,13:00,15:40,D,2,D-0202,81,65,0.94,0.19,12:30,13:00,15:40,16:10
SCH00381,LHP0270,Wed,Thu 4,Ca1,06:45,09:25,B,1,B-0106,48,48,0.77,0.08,06:15,06:45,09:25,09:55
SCH00382,LHP0271,Mon,Thu 2,Ca2,09:35,12:15,D,1,D-0103,84,39,0.92,0.07,09:05,09:35,12:15,12:45
SCH00383,LHP0271,Sat,Thu 7,Ca1,06:45,09:25,C,3,C-0308,46,39,0.92,0.07,06:15,06:45,09:25,09:55
SCH00384,LHP0272,Mon,Thu 2,Ca4,15:50,18:30,A2,7,A2-0706,94,52,0.94,0.13,15:20,15:50,18:30,19:00
SCH00385,LHP0273,Tue,Thu 3,Ca3,13:00,15:40,A2,2,A2-0210,106,45,0.83,0.07,12:30,13:00,15:40,16:10
SCH00386,LHP0274,Tue,Thu 3,Ca4,15:50,18:30,C,1,C-0106,47,36,0.92,0.18,15:20,15:50,18:30,19:00
SCH00387,LHP0274,Mon,Thu 2,Ca2,09:35,12:15,A2,7,A2-0703,94,36,0.92,0.18,09:05,09:35,12:15,12:45
SCH00388,LHP0275,Sat,Thu 7,Ca1,06:45,09:25,B,2,B-0206,56,32,0.81,0.22,06:15,06:45,09:25,09:55
SCH00389,LHP0275,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0102,87,32,0.81,0.22,12:30,13:00,15:40,16:10
SCH00390,LHP0276,Sat,Thu 7,Ca2,09:35,12:15,A2,9,A2-0901,105,78,0.89,0.14,09:05,09:35,12:15,12:45
SCH00391,LHP0277,Wed,Thu 4,Ca1,06:45,09:25,B,3,B-0307,59,31,0.8,0.22,06:15,06:45,09:25,09:55
SCH00392,LHP0278,Mon,Thu 2,Ca4,15:50,18:30,A2,9,A2-0911,120,63,0.83,0.21,15:20,15:50,18:30,19:00
SCH00393,LHP0279,Mon,Thu 2,Ca3,13:00,15:40,D,2,D-0204,71,33,0.8,0.18,12:30,13:00,15:40,16:10
SCH00394,LHP0279,Wed,Thu 4,Ca3,13:00,15:40,C,2,C-0208,44,33,0.8,0.18,12:30,13:00,15:40,16:10
SCH00395,LHP0280,Sat,Thu 7,Ca3,13:00,15:40,C,3,C-0302,57,37,0.92,0.15,12:30,13:00,15:40,16:10
SCH00396,LHP0281,Mon,Thu 2,Ca3,13:00,15:40,A2,3,A2-0312,86,66,0.8,0.08,12:30,13:00,15:40,16:10
SCH00397,LHP0282,Fri,Thu 6,Ca3,13:00,15:40,C,2,C-0204,55,52,0.8,0.13,12:30,13:00,15:40,16:10
SCH00398,LHP0282,Mon,Thu 2,Ca2,09:35,12:15,A2,1,A2-0105,95,52,0.8,0.13,09:05,09:35,12:15,12:45
SCH00399,LHP0283,Wed,Thu 4,Ca3,13:00,15:40,A2,2,A2-0207,115,63,0.94,0.06,12:30,13:00,15:40,16:10
SCH00400,LHP0284,Tue,Thu 3,Ca3,13:00,15:40,D,4,D-0406,82,80,0.95,0.16,12:30,13:00,15:40,16:10
SCH00401,LHP0285,Wed,Thu 4,Ca2,09:35,12:15,C,1,C-0103,43,32,0.88,0.25,09:05,09:35,12:15,12:45
SCH00402,LHP0286,Sat,Thu 7,Ca1,06:45,09:25,A2,4,A2-0406,87,52,0.91,0.12,06:15,06:45,09:25,09:55
SCH00403,LHP0286,Wed,Thu 4,Ca2,09:35,12:15,B,1,B-0104,54,52,0.91,0.12,09:05,09:35,12:15,12:45
SCH00404,LHP0287,Tue,Thu 3,Ca1,06:45,09:25,D,4,D-0406,82,79,0.87,0.2,06:15,06:45,09:25,09:55
SCH00405,LHP0288,Wed,Thu 4,Ca3,13:00,15:40,A2,5,A2-0508,86,64,0.82,0.18,12:30,13:00,15:40,16:10
SCH00406,LHP0288,Fri,Thu 6,Ca1,06:45,09:25,A2,6,A2-0613,104,64,0.82,0.18,06:15,06:45,09:25,09:55
SCH00407,LHP0289,Wed,Thu 4,Ca1,06:45,09:25,A2,3,A2-0307,93,74,0.85,0.09,06:15,06:45,09:25,09:55
SCH00408,LHP0290,Wed,Thu 4,Ca2,09:35,12:15,D,5,D-0505,87,32,0.81,0.06,09:05,09:35,12:15,12:45
SCH00409,LHP0291,Mon,Thu 2,Ca1,06:45,09:25,A2,3,A2-0309,86,50,0.94,0.15,06:15,06:45,09:25,09:55
SCH00410,LHP0291,Wed,Thu 4,Ca4,15:50,18:30,A2,4,A2-0408,85,50,0.94,0.15,15:20,15:50,18:30,19:00
SCH00411,LHP0292,Wed,Thu 4,Ca2,09:35,12:15,A2,7,A2-0709,105,60,0.8,0.2,09:05,09:35,12:15,12:45
SCH00412,LHP0293,Wed,Thu 4,Ca1,06:45,09:25,A2,9,A2-0904,88,79,0.76,0.18,06:15,06:45,09:25,09:55
SCH00413,LHP0294,Thu,Thu 5,Ca3,13:00,15:40,A2,9,A2-0906,111,57,0.93,0.2,12:30,13:00,15:40,16:10
SCH00414,LHP0294,Tue,Thu 3,Ca2,09:35,12:15,A2,4,A2-0410,98,57,0.93,0.2,09:05,09:35,12:15,12:45
SCH00415,LHP0295,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0206,81,51,0.94,0.15,06:15,06:45,09:25,09:55
SCH00416,LHP0296,Thu,Thu 5,Ca4,15:50,18:30,D,1,D-0106,66,47,0.91,0.2,15:20,15:50,18:30,19:00
SCH00417,LHP0297,Mon,Thu 2,Ca1,06:45,09:25,A2,1,A2-0107,88,41,0.86,0.11,06:15,06:45,09:25,09:55
SCH00418,LHP0298,Thu,Thu 5,Ca2,09:35,12:15,C,3,C-0301,55,49,0.84,0.19,09:05,09:35,12:15,12:45
SCH00419,LHP0299,Sat,Thu 7,Ca2,09:35,12:15,B,1,B-0107,56,52,0.84,0.2,09:05,09:35,12:15,12:45
SCH00420,LHP0299,Mon,Thu 2,Ca4,15:50,18:30,A2,6,A2-0609,114,52,0.84,0.2,15:20,15:50,18:30,19:00
SCH00421,LHP0300,Fri,Thu 6,Ca1,06:45,09:25,C,3,C-0302,57,57,0.8,0.25,06:15,06:45,09:25,09:55
SCH00422,LHP0300,Thu,Thu 5,Ca2,09:35,12:15,C,3,C-0302,57,57,0.8,0.25,09:05,09:35,12:15,12:45
SCH00423,LHP0301,Wed,Thu 4,Ca4,15:50,18:30,A2,3,A2-0301,80,72,0.88,0.12,15:20,15:50,18:30,19:00
SCH00424,LHP0301,Mon,Thu 2,Ca2,09:35,12:15,A2,2,A2-0212,108,72,0.88,0.12,09:05,09:35,12:15,12:45
SCH00425,LHP0302,Fri,Thu 6,Ca3,13:00,15:40,D,3,D-0305,70,31,0.78,0.17,12:30,13:00,15:40,16:10
SCH00426,LHP0302,Wed,Thu 4,Ca1,06:45,09:25,A2,8,A2-0809,115,31,0.78,0.17,06:15,06:45,09:25,09:55
SCH00427,LHP0303,Fri,Thu 6,Ca3,13:00,15:40,A2,5,A2-0512,120,38,0.76,0.21,12:30,13:00,15:40,16:10
SCH00428,LHP0304,Wed,Thu 4,Ca1,06:45,09:25,D,1,D-0106,66,66,0.76,0.08,06:15,06:45,09:25,09:55
SCH00429,LHP0305,Sat,Thu 7,Ca2,09:35,12:15,A2,10,A2-1003,104,53,0.84,0.07,09:05,09:35,12:15,12:45
SCH00430,LHP0306,Sat,Thu 7,Ca3,13:00,15:40,A2,8,A2-0808,95,55,0.81,0.11,12:30,13:00,15:40,16:10
SCH00431,LHP0306,Tue,Thu 3,Ca1,06:45,09:25,A2,5,A2-0507,94,55,0.81,0.11,06:15,06:45,09:25,09:55
SCH00432,LHP0307,Mon,Thu 2,Ca3,13:00,15:40,D,1,D-0105,82,77,0.79,0.15,12:30,13:00,15:40,16:10
SCH00433,LHP0307,Fri,Thu 6,Ca4,15:50,18:30,A2,4,A2-0414,116,77,0.79,0.15,15:20,15:50,18:30,19:00
SCH00434,LHP0308,Sat,Thu 7,Ca1,06:45,09:25,C,1,C-0101,55,46,0.9,0.19,06:15,06:45,09:25,09:55
SCH00435,LHP0309,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0105,95,48,0.89,0.25,12:30,13:00,15:40,16:10
SCH00436,LHP0310,Fri,Thu 6,Ca3,13:00,15:40,B,1,B-0108,45,34,0.84,0.23,12:30,13:00,15:40,16:10
SCH00437,LHP0311,Wed,Thu 4,Ca2,09:35,12:15,A2,3,A2-0314,102,73,0.94,0.25,09:05,09:35,12:15,12:45
SCH00438,LHP0311,Sat,Thu 7,Ca1,06:45,09:25,D,1,D-0107,82,73,0.94,0.25,06:15,06:45,09:25,09:55
SCH00439,LHP0312,Wed,Thu 4,Ca2,09:35,12:15,A2,9,A2-0906,111,65,0.86,0.23,09:05,09:35,12:15,12:45
SCH00440,LHP0312,Thu,Thu 5,Ca1,06:45,09:25,A2,9,A2-0907,85,65,0.86,0.23,06:15,06:45,09:25,09:55
SCH00441,LHP0313,Fri,Thu 6,Ca3,13:00,15:40,A2,7,A2-0705,83,80,0.82,0.09,12:30,13:00,15:40,16:10
SCH00442,LHP0313,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0209,114,80,0.82,0.09,06:15,06:45,09:25,09:55
SCH00443,LHP0314,Wed,Thu 4,Ca3,13:00,15:40,A2,4,A2-0401,118,45,0.91,0.06,12:30,13:00,15:40,16:10
SCH00444,LHP0315,Thu,Thu 5,Ca1,06:45,09:25,A2,2,A2-0203,94,59,0.91,0.16,06:15,06:45,09:25,09:55
SCH00445,LHP0315,Mon,Thu 2,Ca2,09:35,12:15,C,3,C-0306,59,59,0.91,0.16,09:05,09:35,12:15,12:45
SCH00446,LHP0316,Thu,Thu 5,Ca2,09:35,12:15,B,3,B-0303,45,34,0.81,0.25,09:05,09:35,12:15,12:45
SCH00447,LHP0316,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0103,81,34,0.81,0.25,12:30,13:00,15:40,16:10
SCH00448,LHP0317,Thu,Thu 5,Ca3,13:00,15:40,C,3,C-0306,59,56,0.9,0.21,12:30,13:00,15:40,16:10
SCH00449,LHP0318,Wed,Thu 4,Ca2,09:35,12:15,D,1,D-0104,83,71,0.76,0.14,09:05,09:35,12:15,12:45
SCH00450,LHP0319,Wed,Thu 4,Ca1,06:45,09:25,D,4,D-0406,82,79,0.86,0.17,06:15,06:45,09:25,09:55
SCH00451,LHP0319,Mon,Thu 2,Ca1,06:45,09:25,A2,7,A2-0707,82,79,0.86,0.17,06:15,06:45,09:25,09:55
SCH00452,LHP0320,Wed,Thu 4,Ca4,15:50,18:30,D,5,D-0507,62,57,0.85,0.22,15:20,15:50,18:30,19:00
SCH00453,LHP0320,Tue,Thu 3,Ca2,09:35,12:15,A2,10,A2-1006,113,57,0.85,0.22,09:05,09:35,12:15,12:45
SCH00454,LHP0321,Mon,Thu 2,Ca2,09:35,12:15,A2,3,A2-0303,107,39,0.81,0.08,09:05,09:35,12:15,12:45
SCH00455,LHP0321,Tue,Thu 3,Ca4,15:50,18:30,A2,10,A2-1011,114,39,0.81,0.08,15:20,15:50,18:30,19:00
SCH00456,LHP0322,Thu,Thu 5,Ca2,09:35,12:15,A2,4,A2-0404,109,52,0.94,0.15,09:05,09:35,12:15,12:45
SCH00457,LHP0323,Tue,Thu 3,Ca2,09:35,12:15,D,3,D-0307,78,46,0.79,0.24,09:05,09:35,12:15,12:45
SCH00458,LHP0324,Fri,Thu 6,Ca1,06:45,09:25,A2,5,A2-0507,94,69,0.86,0.15,06:15,06:45,09:25,09:55
SCH00459,LHP0325,Fri,Thu 6,Ca2,09:35,12:15,D,3,D-0305,70,39,0.78,0.17,09:05,09:35,12:15,12:45
SCH00460,LHP0325,Thu,Thu 5,Ca4,15:50,18:30,A2,1,A2-0107,88,39,0.78,0.17,15:20,15:50,18:30,19:00
SCH00461,LHP0326,Sat,Thu 7,Ca4,15:50,18:30,A2,5,A2-0514,90,66,0.76,0.22,15:20,15:50,18:30,19:00
SCH00462,LHP0327,Mon,Thu 2,Ca4,15:50,18:30,A2,10,A2-1004,118,46,0.88,0.2,15:20,15:50,18:30,19:00
SCH00463,LHP0328,Thu,Thu 5,Ca2,09:35,12:15,A2,2,A2-0209,114,61,0.93,0.16,09:05,09:35,12:15,12:45
SCH00464,LHP0328,Wed,Thu 4,Ca2,09:35,12:15,A2,1,A2-0114,81,61,0.93,0.16,09:05,09:35,12:15,12:45
SCH00465,LHP0329,Mon,Thu 2,Ca3,13:00,15:40,A2,4,A2-0412,119,60,0.8,0.21,12:30,13:00,15:40,16:10
SCH00466,LHP0330,Fri,Thu 6,Ca1,06:45,09:25,C,2,C-0207,44,34,0.89,0.08,06:15,06:45,09:25,09:55
SCH00467,LHP0331,Wed,Thu 4,Ca4,15:50,18:30,A2,8,A2-0814,117,43,0.82,0.08,15:20,15:50,18:30,19:00
SCH00468,LHP0331,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0303,45,43,0.82,0.08,12:30,13:00,15:40,16:10
SCH00469,LHP0332,Wed,Thu 4,Ca1,06:45,09:25,D,2,D-0202,81,76,0.95,0.12,06:15,06:45,09:25,09:55
SCH00470,LHP0333,Thu,Thu 5,Ca1,06:45,09:25,A2,3,A2-0305,97,62,0.86,0.11,06:15,06:45,09:25,09:55
SCH00471,LHP0334,Sat,Thu 7,Ca3,13:00,15:40,A2,4,A2-0412,119,58,0.8,0.07,12:30,13:00,15:40,16:10
SCH00472,LHP0335,Thu,Thu 5,Ca2,09:35,12:15,A2,3,A2-0313,102,69,0.83,0.24,09:05,09:35,12:15,12:45
SCH00473,LHP0335,Wed,Thu 4,Ca1,06:45,09:25,D,1,D-0108,69,69,0.83,0.24,06:15,06:45,09:25,09:55
SCH00474,LHP0336,Fri,Thu 6,Ca3,13:00,15:40,A2,4,A2-0410,98,66,0.89,0.09,12:30,13:00,15:40,16:10
SCH00475,LHP0337,Wed,Thu 4,Ca4,15:50,18:30,A2,5,A2-0501,92,59,0.85,0.11,15:20,15:50,18:30,19:00
SCH00476,LHP0338,Thu,Thu 5,Ca1,06:45,09:25,D,1,D-0103,84,62,0.84,0.1,06:15,06:45,09:25,09:55
SCH00477,LHP0339,Tue,Thu 3,Ca3,13:00,15:40,A2,6,A2-0614,97,33,0.81,0.17,12:30,13:00,15:40,16:10
SCH00478,LHP0339,Sat,Thu 7,Ca1,06:45,09:25,A2,4,A2-0403,82,33,0.81,0.17,06:15,06:45,09:25,09:55
SCH00479,LHP0340,Fri,Thu 6,Ca2,09:35,12:15,C,3,C-0306,59,48,0.86,0.22,09:05,09:35,12:15,12:45
SCH00480,LHP0341,Mon,Thu 2,Ca1,06:45,09:25,A2,5,A2-0504,94,76,0.82,0.13,06:15,06:45,09:25,09:55
SCH00481,LHP0342,Fri,Thu 6,Ca2,09:35,12:15,A2,9,A2-0909,87,66,0.86,0.12,09:05,09:35,12:15,12:45
SCH00482,LHP0343,Sat,Thu 7,Ca2,09:35,12:15,A2,1,A2-0113,82,62,0.84,0.16,09:05,09:35,12:15,12:45
SCH00483,LHP0343,Mon,Thu 2,Ca2,09:35,12:15,A2,5,A2-0512,120,62,0.84,0.16,09:05,09:35,12:15,12:45
SCH00484,LHP0344,Thu,Thu 5,Ca4,15:50,18:30,A2,7,A2-0712,93,73,0.87,0.08,15:20,15:50,18:30,19:00
SCH00485,LHP0345,Fri,Thu 6,Ca1,06:45,09:25,A2,4,A2-0408,85,80,0.95,0.16,06:15,06:45,09:25,09:55
SCH00486,LHP0346,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0811,96,42,0.87,0.13,12:30,13:00,15:40,16:10
SCH00487,LHP0347,Sat,Thu 7,Ca3,13:00,15:40,D,5,D-0507,62,38,0.89,0.21,12:30,13:00,15:40,16:10
SCH00488,LHP0348,Thu,Thu 5,Ca1,06:45,09:25,A2,9,A2-0913,107,68,0.93,0.08,06:15,06:45,09:25,09:55
SCH00489,LHP0348,Wed,Thu 4,Ca4,15:50,18:30,D,2,D-0202,81,68,0.93,0.08,15:20,15:50,18:30,19:00
SCH00490,LHP0349,Mon,Thu 2,Ca1,06:45,09:25,A2,10,A2-1008,115,40,0.83,0.17,06:15,06:45,09:25,09:55
SCH00491,LHP0349,Tue,Thu 3,Ca3,13:00,15:40,D,1,D-0107,82,40,0.83,0.17,12:30,13:00,15:40,16:10
SCH00492,LHP0350,Mon,Thu 2,Ca2,09:35,12:15,A2,2,A2-0203,94,51,0.85,0.15,09:05,09:35,12:15,12:45
SCH00493,LHP0351,Wed,Thu 4,Ca3,13:00,15:40,A2,3,A2-0304,101,49,0.84,0.05,12:30,13:00,15:40,16:10
SCH00494,LHP0352,Wed,Thu 4,Ca2,09:35,12:15,A2,9,A2-0907,85,56,0.87,0.21,09:05,09:35,12:15,12:45
SCH00495,LHP0352,Mon,Thu 2,Ca1,06:45,09:25,A2,3,A2-0301,80,56,0.87,0.21,06:15,06:45,09:25,09:55
SCH00496,LHP0353,Wed,Thu 4,Ca1,06:45,09:25,A2,8,A2-0804,109,68,0.84,0.24,06:15,06:45,09:25,09:55
SCH00497,LHP0353,Fri,Thu 6,Ca3,13:00,15:40,A2,9,A2-0909,87,68,0.84,0.24,12:30,13:00,15:40,16:10
SCH00498,LHP0354,Sat,Thu 7,Ca1,06:45,09:25,A2,4,A2-0405,114,66,0.8,0.06,06:15,06:45,09:25,09:55
SCH00499,LHP0355,Fri,Thu 6,Ca3,13:00,15:40,D,1,D-0103,84,70,0.89,0.2,12:30,13:00,15:40,16:10
SCH00500,LHP0356,Tue,Thu 3,Ca2,09:35,12:15,C,2,C-0203,42,32,0.86,0.19,09:05,09:35,12:15,12:45
SCH00501,LHP0357,Sat,Thu 7,Ca1,06:45,09:25,B,1,B-0102,53,50,0.83,0.13,06:15,06:45,09:25,09:55
SCH00502,LHP0358,Fri,Thu 6,Ca3,13:00,15:40,A2,9,A2-0908,83,79,0.87,0.14,12:30,13:00,15:40,16:10
SCH00503,LHP0358,Wed,Thu 4,Ca1,06:45,09:25,A2,9,A2-0901,105,79,0.87,0.14,06:15,06:45,09:25,09:55
SCH00504,LHP0359,Tue,Thu 3,Ca1,06:45,09:25,A2,9,A2-0910,89,75,0.78,0.09,06:15,06:45,09:25,09:55
SCH00505,LHP0360,Tue,Thu 3,Ca3,13:00,15:40,D,5,D-0505,87,63,0.83,0.24,12:30,13:00,15:40,16:10
SCH00506,LHP0361,Thu,Thu 5,Ca2,09:35,12:15,B,3,B-0307,59,51,0.86,0.19,09:05,09:35,12:15,12:45
SCH00507,LHP0361,Mon,Thu 2,Ca1,06:45,09:25,A2,6,A2-0603,93,51,0.86,0.19,06:15,06:45,09:25,09:55
SCH00508,LHP0362,Wed,Thu 4,Ca3,13:00,15:40,A2,1,A2-0106,94,69,0.85,0.24,12:30,13:00,15:40,16:10
SCH00509,LHP0363,Fri,Thu 6,Ca3,13:00,15:40,D,2,D-0205,74,44,0.94,0.25,12:30,13:00,15:40,16:10
SCH00510,LHP0363,Mon,Thu 2,Ca2,09:35,12:15,D,5,D-0501,67,44,0.94,0.25,09:05,09:35,12:15,12:45
SCH00511,LHP0364,Wed,Thu 4,Ca3,13:00,15:40,A2,10,A2-1009,80,74,0.89,0.11,12:30,13:00,15:40,16:10
SCH00512,LHP0365,Tue,Thu 3,Ca3,13:00,15:40,A2,7,A2-0710,97,48,0.77,0.19,12:30,13:00,15:40,16:10
SCH00513,LHP0366,Tue,Thu 3,Ca2,09:35,12:15,C,3,C-0301,55,52,0.94,0.21,09:05,09:35,12:15,12:45
SCH00514,LHP0367,Sat,Thu 7,Ca2,09:35,12:15,D,2,D-0207,76,75,0.77,0.23,09:05,09:35,12:15,12:45
SCH00515,LHP0367,Fri,Thu 6,Ca3,13:00,15:40,D,1,D-0101,89,75,0.77,0.23,12:30,13:00,15:40,16:10
SCH00516,LHP0368,Wed,Thu 4,Ca1,06:45,09:25,C,3,C-0304,48,43,0.79,0.16,06:15,06:45,09:25,09:55
SCH00517,LHP0368,Tue,Thu 3,Ca3,13:00,15:40,D,1,D-0102,77,43,0.79,0.16,12:30,13:00,15:40,16:10
SCH00518,LHP0369,Mon,Thu 2,Ca3,13:00,15:40,B,3,B-0306,40,38,0.77,0.2,12:30,13:00,15:40,16:10
SCH00519,LHP0370,Thu,Thu 5,Ca1,06:45,09:25,A2,4,A2-0403,82,72,0.93,0.1,06:15,06:45,09:25,09:55
SCH00520,LHP0371,Tue,Thu 3,Ca3,13:00,15:40,D,1,D-0103,84,56,0.82,0.14,12:30,13:00,15:40,16:10
SCH00521,LHP0371,Sat,Thu 7,Ca2,09:35,12:15,A2,1,A2-0102,87,56,0.82,0.14,09:05,09:35,12:15,12:45
SCH00522,LHP0372,Sat,Thu 7,Ca2,09:35,12:15,D,5,D-0506,70,30,0.94,0.25,09:05,09:35,12:15,12:45
SCH00523,LHP0373,Thu,Thu 5,Ca3,13:00,15:40,A2,4,A2-0409,115,60,0.88,0.2,12:30,13:00,15:40,16:10
SCH00524,LHP0374,Fri,Thu 6,Ca3,13:00,15:40,A2,5,A2-0511,109,71,0.76,0.2,12:30,13:00,15:40,16:10
SCH00525,LHP0374,Sat,Thu 7,Ca1,06:45,09:25,D,3,D-0307,78,71,0.76,0.2,06:15,06:45,09:25,09:55
SCH00526,LHP0375,Tue,Thu 3,Ca2,09:35,12:15,A2,8,A2-0813,107,64,0.9,0.22,09:05,09:35,12:15,12:45
SCH00527,LHP0376,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0302,57,56,0.93,0.09,12:30,13:00,15:40,16:10
SCH00528,LHP0376,Fri,Thu 6,Ca1,06:45,09:25,A2,6,A2-0610,95,56,0.93,0.09,06:15,06:45,09:25,09:55
SCH00529,LHP0377,Tue,Thu 3,Ca3,13:00,15:40,A2,5,A2-0509,104,80,0.85,0.24,12:30,13:00,15:40,16:10
SCH00530,LHP0377,Fri,Thu 6,Ca4,15:50,18:30,A2,1,A2-0106,94,80,0.85,0.24,15:20,15:50,18:30,19:00
SCH00531,LHP0378,Fri,Thu 6,Ca1,06:45,09:25,A2,7,A2-0706,94,32,0.75,0.16,06:15,06:45,09:25,09:55
SCH00532,LHP0379,Tue,Thu 3,Ca3,13:00,15:40,B,1,B-0107,56,48,0.84,0.18,12:30,13:00,15:40,16:10
SCH00533,LHP0380,Fri,Thu 6,Ca3,13:00,15:40,A2,5,A2-0501,92,62,0.84,0.09,12:30,13:00,15:40,16:10
SCH00534,LHP0381,Fri,Thu 6,Ca3,13:00,15:40,A2,6,A2-0601,103,76,0.84,0.1,12:30,13:00,15:40,16:10
SCH00535,LHP0382,Wed,Thu 4,Ca4,15:50,18:30,A2,10,A2-1003,104,80,0.81,0.18,15:20,15:50,18:30,19:00
SCH00536,LHP0383,Thu,Thu 5,Ca2,09:35,12:15,D,2,D-0208,74,70,0.93,0.22,09:05,09:35,12:15,12:45
SCH00537,LHP0384,Mon,Thu 2,Ca2,09:35,12:15,A2,9,A2-0901,105,55,0.88,0.09,09:05,09:35,12:15,12:45
SCH00538,LHP0385,Thu,Thu 5,Ca3,13:00,15:40,A2,7,A2-0714,100,45,0.75,0.13,12:30,13:00,15:40,16:10
SCH00539,LHP0386,Wed,Thu 4,Ca2,09:35,12:15,A2,10,A2-1001,84,51,0.81,0.19,09:05,09:35,12:15,12:45
SCH00540,LHP0387,Wed,Thu 4,Ca3,13:00,15:40,D,1,D-0103,84,74,0.8,0.18,12:30,13:00,15:40,16:10
SCH00541,LHP0388,Wed,Thu 4,Ca4,15:50,18:30,D,1,D-0105,82,55,0.89,0.23,15:20,15:50,18:30,19:00
SCH00542,LHP0388,Fri,Thu 6,Ca1,06:45,09:25,B,2,B-0201,56,55,0.89,0.23,06:15,06:45,09:25,09:55
SCH00543,LHP0389,Wed,Thu 4,Ca1,06:45,09:25,D,1,D-0101,89,74,0.77,0.23,06:15,06:45,09:25,09:55
SCH00544,LHP0390,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0113,82,44,0.79,0.08,12:30,13:00,15:40,16:10
SCH00545,LHP0391,Mon,Thu 2,Ca4,15:50,18:30,C,3,C-0307,53,53,0.83,0.16,15:20,15:50,18:30,19:00
SCH00546,LHP0392,Fri,Thu 6,Ca1,06:45,09:25,A2,5,A2-0505,98,72,0.92,0.2,06:15,06:45,09:25,09:55
SCH00547,LHP0392,Mon,Thu 2,Ca1,06:45,09:25,A2,1,A2-0113,82,72,0.92,0.2,06:15,06:45,09:25,09:55
SCH00548,LHP0393,Fri,Thu 6,Ca3,13:00,15:40,A2,2,A2-0213,117,80,0.77,0.14,12:30,13:00,15:40,16:10
SCH00549,LHP0393,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0814,117,80,0.77,0.14,12:30,13:00,15:40,16:10
SCH00550,LHP0394,Thu,Thu 5,Ca1,06:45,09:25,D,2,D-0204,71,66,0.77,0.22,06:15,06:45,09:25,09:55
SCH00551,LHP0394,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0806,96,66,0.77,0.22,12:30,13:00,15:40,16:10
SCH00552,LHP0395,Wed,Thu 4,Ca3,13:00,15:40,A2,9,A2-0901,105,66,0.86,0.08,12:30,13:00,15:40,16:10
SCH00553,LHP0395,Thu,Thu 5,Ca2,09:35,12:15,A2,1,A2-0102,87,66,0.86,0.08,09:05,09:35,12:15,12:45
SCH00554,LHP0396,Fri,Thu 6,Ca3,13:00,15:40,A2,6,A2-0610,95,37,0.89,0.19,12:30,13:00,15:40,16:10
SCH00555,LHP0397,Mon,Thu 2,Ca2,09:35,12:15,A2,4,A2-0411,120,58,0.91,0.14,09:05,09:35,12:15,12:45
SCH00556,LHP0398,Mon,Thu 2,Ca1,06:45,09:25,A2,4,A2-0401,118,66,0.76,0.14,06:15,06:45,09:25,09:55
SCH00557,LHP0398,Sat,Thu 7,Ca4,15:50,18:30,D,1,D-0108,69,66,0.76,0.14,15:20,15:50,18:30,19:00
SCH00558,LHP0399,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0207,59,55,0.8,0.05,06:15,06:45,09:25,09:55
SCH00559,LHP0400,Wed,Thu 4,Ca1,06:45,09:25,C,3,C-0302,57,32,0.83,0.19,06:15,06:45,09:25,09:55
