schedule_id,class_id,version,scenario,day_of_week,day_vn,shift,start_time,end_time,building,floor,room_id,room_capacity,num_students,motorbike_ratio,dorm_ratio,primary_lot,motorbike_to_P1,motorbike_to_P2,motorbike_to_P3,distance_building_to_primary_lot_m,arrival_window_start,arrival_window_end,departure_window_start,departure_window_end,is_event
SCH00292,LHP0085,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,A2,1,A2-0105,95,79,0.91,0.24,P1,64,0,8,150,09:05,09:35,12:15,12:45,N
SCH00293,LHP0086,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,A2,8,A2-0813,107,49,0.87,0.23,P1,41,0,2,150,06:15,06:45,09:25,09:55,N
SCH00294,LHP0086,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,D,4,D-0406,82,49,0.87,0.23,P2,0,38,5,180,15:20,15:50,18:30,19:00,N
SCH00295,LHP0087,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,1,B-0104,54,34,0.87,0.22,P1,29,0,1,100,06:15,06:45,09:25,09:55,N
SCH00296,LHP0087,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,1,B-0104,54,34,0.87,0.22,P1,29,0,1,100,06:15,06:45,09:25,09:55,N
SCH00297,LHP0087,optimized,Normal,Sat,Thu 7,Ca2,09:35,12:15,C,3,C-0308,46,34,0.87,0.22,P2,0,26,4,120,09:05,09:35,12:15,12:45,N
SCH00298,LHP0088,baseline,Normal,Sat,Thu 7,Ca4,15:50,18:30,A2,7,A2-0713,116,73,0.87,0.07,P1,62,0,1,150,15:20,15:50,18:30,19:00,N
SCH00299,LHP0088,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,5,A2-0506,85,73,0.87,0.07,P1,62,0,1,150,06:15,06:45,09:25,09:55,N
SCH00300,LHP0088,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,A2,10,A2-1010,87,73,0.87,0.07,P1,61,0,2,150,15:20,15:50,18:30,19:00,N
SCH00301,LHP0088,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,5,A2-0509,104,73,0.87,0.07,P1,61,0,2,150,06:15,06:45,09:25,09:55,N
SCH00302,LHP0088,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,5,A2-0509,104,73,0.87,0.07,P1,61,0,2,150,06:15,06:45,09:25,09:55,N
SCH00303,LHP0089,baseline,Peak,Mon,Thu 2,Ca4,15:50,18:30,A2,3,A2-0314,102,52,0.86,0.18,P1,43,0,2,150,15:20,15:50,18:30,19:00,N
SCH00304,LHP0089,baseline,Worst,Mon,Thu 2,Ca4,15:50,18:30,A2,3,A2-0314,102,52,0.86,0.18,P1,43,0,2,150,15:20,15:50,18:30,19:00,N
SCH00305,LHP0089,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,B,1,B-0104,54,52,0.86,0.18,P1,41,0,4,100,09:05,09:35,12:15,12:45,N
SCH00306,LHP0090,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,D,3,D-0303,67,30,0.92,0.21,P2,0,27,1,180,12:30,13:00,15:40,16:10,N
SCH00307,LHP0090,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,D,5,D-0501,67,30,0.92,0.21,P2,0,25,3,180,15:20,15:50,18:30,19:00,N
SCH00308,LHP0090,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,D,5,D-0501,67,30,0.92,0.21,P2,0,25,3,180,15:20,15:50,18:30,19:00,N
SCH00309,LHP0091,baseline,Normal,Tue,Thu 3,Ca2,09:35,12:15,D,4,D-0406,82,70,0.93,0.14,P2,0,63,2,180,09:05,09:35,12:15,12:45,N
SCH00310,LHP0091,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,5,A2-0508,86,70,0.93,0.14,P1,61,0,4,150,06:15,06:45,09:25,09:55,N
SCH00311,LHP0091,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,5,A2-0508,86,70,0.93,0.14,P1,61,0,4,150,06:15,06:45,09:25,09:55,N
SCH00312,LHP0092,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0814,117,76,0.85,0.18,P1,63,0,2,150,12:30,13:00,15:40,16:10,N
SCH00313,LHP0092,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,8,A2-0814,117,76,0.85,0.18,P1,63,0,2,150,12:30,13:00,15:40,16:10,N
SCH00314,LHP0092,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,6,A2-0601,103,76,0.85,0.18,P1,63,0,2,150,12:30,13:00,15:40,16:10,N
SCH00315,LHP0092,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,A2,4,A2-0402,96,76,0.85,0.18,P1,59,0,6,150,12:30,13:00,15:40,16:10,N
SCH00316,LHP0092,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,C,6,A2-0602,102,76,0.85,0.18,P2,0,59,6,120,15:20,15:50,18:30,19:00,N
SCH00317,LHP0092,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,C,6,A2-0602,102,76,0.85,0.18,P2,0,59,6,120,15:20,15:50,18:30,19:00,N
SCH00318,LHP0093,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,10,A2-1004,118,79,0.85,0.14,P2,0,65,2,120,06:15,06:45,09:25,09:55,N
SCH00319,LHP0093,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,2,D-0202,81,79,0.85,0.14,P2,0,65,2,180,06:15,06:45,09:25,09:55,N
SCH00320,LHP0093,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,9,A2-0901,105,79,0.85,0.14,P1,63,0,4,150,12:30,13:00,15:40,16:10,N
SCH00321,LHP0093,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,9,A2-0901,105,79,0.85,0.14,P1,63,0,4,150,12:30,13:00,15:40,16:10,N
SCH00322,LHP0093,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,A2,8,A2-0813,107,79,0.85,0.14,P1,63,0,4,150,09:05,09:35,12:15,12:45,N
SCH00323,LHP0094,baseline,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,10,A2-1007,96,50,0.92,0.22,P1,44,0,2,150,06:15,06:45,09:25,09:55,N
SCH00324,LHP0094,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,2,C-0206,57,50,0.92,0.22,P2,0,41,5,120,12:30,13:00,15:40,16:10,N
SCH00325,LHP0094,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,2,C-0206,57,50,0.92,0.22,P2,0,41,5,120,12:30,13:00,15:40,16:10,N
SCH00326,LHP0095,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,9,A2-0906,111,45,0.9,0.16,P1,39,0,1,150,12:30,13:00,15:40,16:10,N
SCH00327,LHP0095,baseline,Peak,Wed,Thu 4,Ca4,15:50,18:30,C,3,C-0306,59,45,0.9,0.16,P2,0,39,1,120,15:20,15:50,18:30,19:00,N
SCH00328,LHP0095,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,A2,7,A2-0713,116,45,0.9,0.16,P1,37,0,3,150,09:05,09:35,12:15,12:45,N
SCH00329,LHP0095,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,C,1,C-0108,47,45,0.9,0.16,P2,0,37,3,120,06:15,06:45,09:25,09:55,N
SCH00330,LHP0095,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,C,1,C-0108,47,45,0.9,0.16,P2,0,37,3,120,06:15,06:45,09:25,09:55,N
SCH00331,LHP0096,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,D,1,D-0106,66,31,0.85,0.12,P2,0,25,1,180,12:30,13:00,15:40,16:10,N
SCH00332,LHP0096,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,3,C-0306,59,31,0.85,0.12,P2,0,24,2,120,06:15,06:45,09:25,09:55,N
SCH00333,LHP0097,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,8,A2-0802,111,46,0.82,0.23,P1,36,0,2,150,06:15,06:45,09:25,09:55,N
SCH00334,LHP0097,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,1,A2-0102,87,46,0.82,0.23,P1,36,0,2,150,12:30,13:00,15:40,16:10,N
SCH00335,LHP0097,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,C,3,C-0307,53,46,0.82,0.23,P2,0,34,4,120,15:20,15:50,18:30,19:00,N
SCH00336,LHP0097,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,B,1,B-0102,53,46,0.82,0.23,P1,34,0,4,100,09:05,09:35,12:15,12:45,N
SCH00337,LHP0098,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,B,2,D-0202,81,65,0.75,0.24,P1,47,0,2,100,06:15,06:45,09:25,09:55,N
SCH00338,LHP0098,optimized,Normal,Sat,Thu 7,Ca4,15:50,18:30,C,2,D-0206,88,65,0.75,0.24,P2,0,43,6,120,15:20,15:50,18:30,19:00,N
SCH00339,LHP0099,baseline,Normal,Thu,Thu 5,Ca1,06:45,09:25,D,5,D-0508,76,61,0.86,0.1,P2,0,51,1,180,06:15,06:45,09:25,09:55,N
SCH00340,LHP0099,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,B,4,A2-0407,104,61,0.86,0.1,P1,50,0,2,100,06:15,06:45,09:25,09:55,N
SCH00341,LHP0100,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,1,A2-0109,114,58,0.91,0.07,P1,52,0,1,150,06:15,06:45,09:25,09:55,N
SCH00342,LHP0100,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,A2,5,A2-0509,104,58,0.91,0.07,P1,51,0,2,150,06:15,06:45,09:25,09:55,N
SCH00343,LHP0101,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,5,A2-0503,82,49,0.88,0.12,P1,42,0,1,150,12:30,13:00,15:40,16:10,N
SCH00344,LHP0101,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,D,4,D-0405,62,49,0.88,0.12,P2,0,41,2,180,09:05,09:35,12:15,12:45,N
SCH00345,LHP0102,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,D,3,D-0307,78,57,0.95,0.16,P2,0,52,2,180,12:30,13:00,15:40,16:10,N
SCH00346,LHP0102,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,8,A2-0804,109,57,0.95,0.16,P1,50,0,4,150,06:15,06:45,09:25,09:55,N
SCH00347,LHP0103,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,C,1,C-0108,47,47,0.81,0.1,P2,0,37,1,120,06:15,06:45,09:25,09:55,N
SCH00348,LHP0103,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,D,3,D-0307,78,47,0.81,0.1,P2,0,37,1,180,12:30,13:00,15:40,16:10,N
SCH00349,LHP0103,optimized,Normal,Thu,Thu 5,Ca1,06:45,09:25,C,1,C-0105,49,47,0.81,0.1,P2,0,36,2,120,06:15,06:45,09:25,09:55,N
SCH00350,LHP0103,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,C,3,C-0304,48,47,0.81,0.1,P2,0,36,2,120,06:15,06:45,09:25,09:55,N
SCH00351,LHP0104,baseline,Normal,Thu,Thu 5,Ca1,06:45,09:25,A2,8,A2-0805,89,37,0.9,0.24,P1,31,0,2,150,06:15,06:45,09:25,09:55,N
SCH00352,LHP0104,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,9,A2-0912,90,37,0.9,0.24,P1,31,0,2,150,12:30,13:00,15:40,16:10,N
SCH00353,LHP0104,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,B,1,B-0103,45,37,0.9,0.24,P1,29,0,4,100,15:20,15:50,18:30,19:00,N
SCH00354,LHP0104,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,D,2,D-0201,72,37,0.9,0.24,P2,0,29,4,180,15:20,15:50,18:30,19:00,N
SCH00355,LHP0105,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,D,3,D-0302,67,43,0.9,0.11,P2,0,37,1,180,12:30,13:00,15:40,16:10,N
SCH00356,LHP0105,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,D,3,D-0302,67,43,0.9,0.11,P2,0,37,1,180,12:30,13:00,15:40,16:10,N
SCH00357,LHP0105,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,2,A2-0208,92,43,0.9,0.11,P1,36,0,2,150,12:30,13:00,15:40,16:10,N
SCH00358,LHP0106,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,B,4,A2-0401,118,68,0.81,0.07,P1,54,0,1,100,06:15,06:45,09:25,09:55,N
SCH00359,LHP0106,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,1,A2-0108,86,68,0.81,0.07,P1,53,0,2,150,12:30,13:00,15:40,16:10,N
SCH00360,LHP0107,baseline,Peak,Wed,Thu 4,Ca2,09:35,12:15,A2,8,A2-0809,115,53,0.79,0.05,P1,42,0,0,150,09:05,09:35,12:15,12:45,N
SCH00361,LHP0107,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,B,3,B-0304,57,53,0.79,0.05,P1,41,0,1,100,09:05,09:35,12:15,12:45,N
SCH00362,LHP0108,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,D,3,D-0303,67,32,0.94,0.16,P2,0,29,1,180,06:15,06:45,09:25,09:55,N
SCH00363,LHP0108,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,D,3,D-0303,67,32,0.94,0.16,P2,0,29,1,180,06:15,06:45,09:25,09:55,N
SCH00364,LHP0108,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,8,A2-0802,111,32,0.94,0.16,P1,29,0,1,150,12:30,13:00,15:40,16:10,N
SCH00365,LHP0108,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0206,56,32,0.94,0.16,P1,28,0,2,100,06:15,06:45,09:25,09:55,N
SCH00366,LHP0108,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0206,56,32,0.94,0.16,P1,28,0,2,100,06:15,06:45,09:25,09:55,N
SCH00367,LHP0108,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,6,A2-0604,97,32,0.94,0.16,P1,28,0,2,150,06:15,06:45,09:25,09:55,N
SCH00368,LHP0109,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,9,A2-0901,105,70,0.92,0.15,P1,63,0,2,150,12:30,13:00,15:40,16:10,N
SCH00369,LHP0109,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,1,D-0103,84,70,0.92,0.15,P2,0,63,2,180,06:15,06:45,09:25,09:55,N
SCH00370,LHP0109,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,A2,4,A2-0414,116,70,0.92,0.15,P1,60,0,5,150,09:05,09:35,12:15,12:45,N
SCH00371,LHP0109,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,8,A2-0813,107,70,0.92,0.15,P1,60,0,5,150,12:30,13:00,15:40,16:10,N
SCH00372,LHP0110,baseline,Peak,Mon,Thu 2,Ca4,15:50,18:30,C,3,C-0307,53,48,0.84,0.14,P2,0,40,1,120,15:20,15:50,18:30,19:00,N
SCH00373,LHP0110,baseline,Worst,Mon,Thu 2,Ca4,15:50,18:30,C,3,C-0307,53,48,0.84,0.14,P2,0,40,1,120,15:20,15:50,18:30,19:00,N
SCH00374,LHP0110,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,C,2,C-0201,58,48,0.84,0.14,P2,0,38,3,120,09:05,09:35,12:15,12:45,N
SCH00375,LHP0111,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,B,3,B-0307,59,46,0.94,0.15,P1,42,0,1,100,12:30,13:00,15:40,16:10,N
SCH00376,LHP0111,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,10,A2-1014,87,46,0.94,0.15,P1,42,0,1,150,06:15,06:45,09:25,09:55,N
SCH00377,LHP0111,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,1,D-0102,77,46,0.94,0.15,P2,0,40,3,180,12:30,13:00,15:40,16:10,N
SCH00378,LHP0111,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,B,1,B-0102,53,46,0.94,0.15,P1,40,0,3,100,09:05,09:35,12:15,12:45,N
SCH00379,LHP0112,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,D,1,D-0103,84,61,0.76,0.18,P2,0,44,2,180,12:30,13:00,15:40,16:10,N
SCH00380,LHP0112,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,A2,8,A2-0801,93,61,0.76,0.18,P1,42,0,4,150,09:05,09:35,12:15,12:45,N
SCH00381,LHP0113,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,A2,3,A2-0306,89,66,0.94,0.07,P1,61,0,1,150,12:30,13:00,15:40,16:10,N
SCH00382,LHP0113,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,C,8,A2-0801,93,66,0.94,0.07,P2,0,60,2,120,15:20,15:50,18:30,19:00,N
SCH00383,LHP0114,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,C,3,A2-0301,80,78,0.83,0.17,P2,0,63,2,120,12:30,13:00,15:40,16:10,N
SCH00384,LHP0114,baseline,Normal,Thu,Thu 5,Ca1,06:45,09:25,A2,5,A2-0501,92,78,0.83,0.17,P1,63,0,2,150,06:15,06:45,09:25,09:55,N
SCH00385,LHP0114,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,B,7,A2-0702,115,78,0.83,0.17,P1,59,0,6,100,09:05,09:35,12:15,12:45,N
SCH00386,LHP0114,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,7,A2-0704,100,78,0.83,0.17,P2,0,59,6,120,12:30,13:00,15:40,16:10,N
SCH00387,LHP0114,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,7,A2-0704,100,78,0.83,0.17,P2,0,59,6,120,12:30,13:00,15:40,16:10,N
SCH00388,LHP0115,baseline,Normal,Thu,Thu 5,Ca3,13:00,15:40,A2,2,A2-0202,93,54,0.84,0.14,P1,44,0,1,150,12:30,13:00,15:40,16:10,N
SCH00389,LHP0115,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,4,A2-0410,98,54,0.84,0.14,P1,44,0,1,150,06:15,06:45,09:25,09:55,N
SCH00390,LHP0115,optimized,Normal,Thu,Thu 5,Ca4,15:50,18:30,A2,3,A2-0310,85,54,0.84,0.14,P1,42,0,3,150,15:20,15:50,18:30,19:00,N
SCH00391,LHP0115,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,D,2,D-0207,76,54,0.84,0.14,P2,0,42,3,180,12:30,13:00,15:40,16:10,N
SCH00392,LHP0116,baseline,Peak,Wed,Thu 4,Ca2,09:35,12:15,A2,9,A2-0912,90,49,0.86,0.06,P1,42,0,1,150,09:05,09:35,12:15,12:45,N
SCH00393,LHP0116,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,C,3,C-0302,57,49,0.86,0.06,P2,0,42,1,120,06:15,06:45,09:25,09:55,N
SCH00394,LHP0116,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,D,2,D-0203,80,49,0.86,0.06,P2,0,41,2,180,15:20,15:50,18:30,19:00,N
SCH00395,LHP0116,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,C,3,C-0306,59,49,0.86,0.06,P2,0,41,2,120,09:05,09:35,12:15,12:45,N
SCH00396,LHP0117,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,A2,5,A2-0505,98,78,0.79,0.09,P1,61,0,1,150,12:30,13:00,15:40,16:10,N
SCH00397,LHP0117,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,8,A2-0812,117,78,0.79,0.09,P1,61,0,1,150,09:05,09:35,12:15,12:45,N
SCH00398,LHP0117,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,8,A2-0812,117,78,0.79,0.09,P1,61,0,1,150,09:05,09:35,12:15,12:45,N
SCH00399,LHP0117,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,10,A2-1006,113,78,0.79,0.09,P1,59,0,3,150,06:15,06:45,09:25,09:55,N
SCH00400,LHP0117,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,B,3,A2-0309,86,78,0.79,0.09,P1,59,0,3,100,06:15,06:45,09:25,09:55,N
SCH00401,LHP0118,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,7,A2-0709,105,45,0.78,0.07,P1,35,0,0,150,12:30,13:00,15:40,16:10,N
SCH00402,LHP0118,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,2,D-0204,71,45,0.78,0.07,P2,0,34,1,180,12:30,13:00,15:40,16:10,N
SCH00403,LHP0119,baseline,Normal,Tue,Thu 3,Ca4,15:50,18:30,A2,9,A2-0904,88,74,0.87,0.11,P1,63,0,1,150,15:20,15:50,18:30,19:00,N
SCH00404,LHP0119,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,D,2,D-0208,74,74,0.87,0.11,P2,0,60,4,180,09:05,09:35,12:15,12:45,N
SCH00405,LHP0120,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,10,A2-1011,114,74,0.92,0.06,P1,67,0,1,150,09:05,09:35,12:15,12:45,N
SCH00406,LHP0120,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,10,A2-1011,114,74,0.92,0.06,P1,67,0,1,150,09:05,09:35,12:15,12:45,N
SCH00407,LHP0120,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,A2,7,A2-0706,94,74,0.92,0.06,P1,66,0,2,150,15:20,15:50,18:30,19:00,N
SCH00408,LHP0120,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,A2,7,A2-0706,94,74,0.92,0.06,P1,66,0,2,150,15:20,15:50,18:30,19:00,N
SCH00409,LHP0121,baseline,Normal,Sat,Thu 7,Ca2,09:35,12:15,B,7,A2-0701,120,80,0.91,0.17,P1,70,0,2,100,09:05,09:35,12:15,12:45,N
SCH00410,LHP0121,baseline,Peak,Mon,Thu 2,Ca2,09:35,12:15,A2,10,A2-1009,80,80,0.91,0.17,P1,70,0,2,150,09:05,09:35,12:15,12:45,N
SCH00411,LHP0121,baseline,Worst,Mon,Thu 2,Ca2,09:35,12:15,A2,10,A2-1009,80,80,0.91,0.17,P1,70,0,2,150,09:05,09:35,12:15,12:45,N
SCH00412,LHP0121,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,5,D-0505,87,80,0.91,0.17,P2,0,66,6,180,06:15,06:45,09:25,09:55,N
SCH00413,LHP0121,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,B,5,A2-0501,92,80,0.91,0.17,P1,66,0,6,100,09:05,09:35,12:15,12:45,N
SCH00414,LHP0122,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,D,3,D-0307,78,57,0.77,0.09,P2,0,43,1,180,06:15,06:45,09:25,09:55,N
SCH00415,LHP0122,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,D,3,D-0307,78,57,0.77,0.09,P2,0,43,1,180,06:15,06:45,09:25,09:55,N
SCH00416,LHP0122,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,5,A2-0509,104,57,0.77,0.09,P1,42,0,2,150,06:15,06:45,09:25,09:55,N
SCH00417,LHP0123,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,2,C-0203,42,39,0.76,0.08,P2,0,29,0,120,06:15,06:45,09:25,09:55,N
SCH00418,LHP0123,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,B,2,B-0206,56,39,0.76,0.08,P1,28,0,1,100,09:05,09:35,12:15,12:45,N
SCH00419,LHP0124,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,A2,9,A2-0910,89,48,0.84,0.14,P1,40,0,1,150,06:15,06:45,09:25,09:55,N
SCH00420,LHP0124,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,3,D-0302,67,48,0.84,0.14,P2,0,38,3,180,06:15,06:45,09:25,09:55,N
SCH00421,LHP0125,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,3,C-0305,56,47,0.85,0.15,P2,0,39,1,120,12:30,13:00,15:40,16:10,N
SCH00422,LHP0125,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,D,4,D-0408,61,47,0.85,0.15,P2,0,37,3,180,12:30,13:00,15:40,16:10,N
SCH00423,LHP0126,baseline,Normal,Thu,Thu 5,Ca3,13:00,15:40,C,3,C-0306,59,57,0.9,0.17,P2,0,50,2,120,12:30,13:00,15:40,16:10,N
SCH00424,LHP0126,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,6,A2-0605,84,57,0.9,0.17,P1,48,0,4,150,06:15,06:45,09:25,09:55,N
SCH00425,LHP0127,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,B,3,A2-0312,86,73,0.92,0.17,P1,65,0,2,100,06:15,06:45,09:25,09:55,N
SCH00426,LHP0127,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,1,D-0102,77,73,0.92,0.17,P2,0,65,2,180,06:15,06:45,09:25,09:55,N
SCH00427,LHP0127,optimized,Peak,Mon,Thu 2,Ca2,09:35,12:15,C,1,D-0104,83,73,0.92,0.17,P2,0,61,6,120,09:05,09:35,12:15,12:45,N
SCH00428,LHP0127,optimized,Worst,Mon,Thu 2,Ca2,09:35,12:15,C,1,D-0104,83,73,0.92,0.17,P2,0,61,6,120,09:05,09:35,12:15,12:45,N
SCH00429,LHP0127,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,C,8,A2-0807,88,73,0.92,0.17,P2,0,61,6,120,12:30,13:00,15:40,16:10,N
SCH00430,LHP0128,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,D,4,D-0401,67,66,0.76,0.2,P2,0,48,2,180,12:30,13:00,15:40,16:10,N
SCH00431,LHP0128,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,D,4,D-0401,67,66,0.76,0.2,P2,0,48,2,180,12:30,13:00,15:40,16:10,N
SCH00432,LHP0128,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,D,1,D-0103,84,66,0.76,0.2,P2,0,45,5,180,15:20,15:50,18:30,19:00,N
SCH00433,LHP0129,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,8,A2-0808,95,47,0.79,0.17,P1,36,0,1,150,06:15,06:45,09:25,09:55,N
SCH00434,LHP0129,baseline,Normal,Tue,Thu 3,Ca2,09:35,12:15,A2,9,A2-0907,85,47,0.79,0.17,P1,36,0,1,150,09:05,09:35,12:15,12:45,N
SCH00435,LHP0129,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,8,A2-0804,109,47,0.79,0.17,P1,34,0,3,150,12:30,13:00,15:40,16:10,N
SCH00436,LHP0129,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,C,1,C-0101,55,47,0.79,0.17,P2,0,34,3,120,06:15,06:45,09:25,09:55,N
SCH00437,LHP0130,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,C,2,C-0207,44,35,0.84,0.13,P2,0,29,1,120,12:30,13:00,15:40,16:10,N
SCH00438,LHP0130,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,C,1,C-0101,55,35,0.84,0.13,P2,0,28,2,120,15:20,15:50,18:30,19:00,N
